ConstituentID,DisplayName,DisplayDate,AlphaSort,Nationality,BeginDate,EndDate,TextEntry
2122,Vivian Ronay,"American, active 1980s-2000s","Ronay, Vivian",American,1980,2009,NULL
2123,Dena,"American, 1910-1987",Dena,American,1910,1987,NULL
2124,Marion Faller,"American, 1941-2014","Faller, Marion",American,1941,2014,NULL
2125,James Klukkert,"American, born 1950","Klukkert, James",American,1950,2050,NULL
2126,Russell Munson,"American, born 1938","Munson, Russell",American,1938,2038,NULL
2127,Leonard Speier,"American, active 1970s","Speier, Leonard",American,1970,1970,NULL
2128,Harvey Zipkin,"American, born 1942","Zipkin, Harvey",American,1942,2042,NULL
2129,E. Willard Spurr,"American, born 1865","Spurr, E. Willard",American,1865,1865,NULL
2130,Michel Berthaud,"French, active 1870s-1890s","Berthaud, Michel",French,1870,1899,NULL
2131,Rudolph Eickemeyer Jr.,"American, 1862-1932","Eickemeyer, Rudolph Jr.",American,1862,1932,Eikemeyer was a longtome manager of the Alfred S. Campbell Studio in New York.
2132,Robert Mahon,"American, born 1949","Mahon, Robert",American,1949,2049,NULL
2133,Lilian Caruana,"American, born 1946","Caruana, Lilian",American,1946,2046,NULL
2134,Mittet & Co.,"Norwegian, active 1900s-1930s",Mittet & Co.,Norwegian,1900,1939,"Often is written as ""Eneret Mittet"", but Eneret (or Enerett) is Copyright."
2135,Richard Misrach,"American, born 1949","Misrach, Richard",American,1949,2049,NULL
2136,Bruno Barbey,"French, born 1941","Barbey, Bruno",French,1941,2041,NULL
2137,John Ruskin,"English, 1819-1900","Ruskin, John",English,1819,1900,NULL
2138,Brian Graham,"Canadian, born 1951","Graham, Brian",Canadian,1951,2051,NULL
2140,William A. Lucas,"American, born 1868","Lucas, William A.",American,1868,1868,NULL
2141,John K. Hillers,"American, 1843-1925","Hillers, John K.",American,1843,1925,NULL
2143,Frutkoff & Horn,"American, active 1930s",Frutkoff & Horn,American,1930,1930,Leo Frutkoff was a partner in Frutkoff & Horn.
2144,Charles Eiseman,"American, active 1930s","Eiseman, Charles",American,1930,1930,NULL
2145,Anton Refregier,"American, 1905-1979","Refregier, Anton",American,1905,1979,NULL
2146,Mabel Thérèse Bonney,"American, 1894-1978","Bonney, Mabel Thérèse",American,1894,1978,NULL
2147,Rodney Stokes,"American, active 1900s","Stokes, Rodney",American,1900,1900,NULL
2148,Alvin Langdon Coburn,"British, 1882-1966","Coburn, Alvin Langdon",British,1882,1966,NULL
2149,Harry A. Fogg,"American, active 1900s","Fogg, Harry A.",American,1900,1909,NULL
2150,Kaufmann-Fabry,"American, active 1910s-1930s",Kaufmann-Fabry,American,1910,1939,NULL
2152,Bliss Bros.,"American, active 1880s-1890s",Bliss Bros.,American,1880,1899,Bliss Bros. was a partnership of Harry A. Bliss and Frank H. Bliss.
2153,Harry O. Wilks,"American, born 1942","Wilks, Harry O.",American,1942,2042,NULL
2154,Keystone View Co.,"American, active 1890s-1960s",Keystone View Co.,American,1890,1969,NULL
2156,Harvey Stein,"American, born 1941","Stein, Harvey",American,1941,2041,NULL
2157,Garry Winogrand,"American, 1928-1984","Winogrand, Garry",American,1928,1984,NULL
2160,Joan Roth,"American, born 1942","Roth, Joan",American,1942,2042,NULL
2161,Camilo José Vergara,"American, born 1945","Vergara, Camilo José",American,1945,2045,Vergara studied sociology and has used the camera to document stressed areas of de-urbanization over time. The result is a visual chronicle revealing stark changes within the urban landscape.
2162,Joel D. Levinson,"American, born 1953","Levinson, Joel D.",American,1953,2053,NULL
2163,Salvation Army Studio,"American, active 1910s-1920s",Salvation Army Studio,American,1910,1929,NULL
2164,Philip Meadows Taylor,"British, 1808-1876","Taylor, Philip Meadows",British,1808,1876,NULL
2167,G. W. Curtiss,"American, active 1890s","Curtiss, G. W.",American,1890,1899,NULL
2169,Ernest James Bellocq,"American, 1873-1949","Bellocq, Ernest James",American,1873,1949,NULL
2170,Francis Frith & Co.,"English, active 1859-1971","Frith, Francis, & Co.",English,1859,1971,Francis Frith was a partner in Francis Frith & Co.
2171,Morris Engel,"American, 1918-2005","Engel, Morris",American,1918,2005,NULL
2172,Samuel Bourne,"English, 1834-1912","Bourne, Samuel",English,1834,1912,NULL
2173,Tina Barney,"American, born 1945","Barney, Tina",American,1945,2045,NULL
2174,Sarah Charlesworth,"American, 1947-2013","Charlesworth, Sarah",American,1947,2013,NULL
2175,Alfredo Jaar,"Chilean, born 1956","Jaar, Alfredo",Chilean,1956,2056,NULL
2176,Frank Majore,"American, born 1948","Majore, Frank",American,1948,2048,NULL
2177,McDermott & McGough,"American, active 1990s-2000s",McDermott & McGough,American,1990,2009,McDermott & McGough was a partnership of Peter McGough and David McDermott.
2178,Thomas Ruff,"German, born 1958","Ruff, Thomas",German,1958,2058,NULL
2179,Andres Serrano,"American, born 1953","Serrano, Andres",American,1953,2053,NULL
2180,Jeff Wall,"Canadian, born 1946","Wall, Jeff",Canadian,1946,2046,NULL
2181,James Welling,"American, born 1951","Welling, James",American,1951,2051,NULL
2182,Joel-Peter Witkin,"American, born 1939","Witkin, Joel-Peter",American,1939,2039,NULL
2184,Jan Groover,"American, 1943-2012","Groover, Jan",American,1943,2012,NULL
2185,Annette Lemieux,"American, born 1957","Lemieux, Annette",American,1957,2057,NULL
2186,Richard Prince,"American, born 1949","Prince, Richard",American,1949,2049,"Prince painted figuratively, then focused on work using rephotographed magazine advertisements, raising questions on originality and authorship."
2187,Cindy Sherman,"American, born 1954","Sherman, Cindy",American,1954,2054,NULL
2188,Bruce Weber,"American, born 1946","Weber, Bruce",American,1946,2046,NULL
2189,William Wegman,"American, born 1943","Wegman, William",American,1943,2043,NULL
2190,Roger Minick,"American, born 1944","Minick, Roger",American,1944,2044,NULL
2191,Nathan Lyons,"American, 1930-2016","Lyons, Nathan",American,1930,2016,NULL
2192,Elaine Mayes,"American, born 1938","Mayes, Elaine",American,1938,2038,NULL
2193,Henry Wessel Jr.,"American, born 1942","Wessel, Henry Jr.",American,1942,2042,NULL
2194,Harold Henry Jones,"American, born 1940","Jones, Harold Henry",American,1940,2040,NULL
2195,Tod Papageorge,"American, born 1940","Papageorge, Tod",American,1940,2040,NULL
2196,Jim Alinder,"American, born 1941","Alinder, Jim",American,1941,2041,NULL
2197,Robbert F. Flick,"Canadian, born 1939","Flick, Robbert F.",Canadian,1939,2039,NULL
2198,Barbara Crane,"American, born 1928","Crane, Barbara",American,1928,2028,NULL
2199,Steve Fitch,"American, born 1949","Fitch, Steve",American,1949,2049,NULL
2200,Michael Becotte,"American, born 1945","Becotte, Michael",American,1945,2045,NULL
2201,Michael Bishop,"American, born 1946","Bishop, Michael",American,1946,2046,NULL
2202,Ken Brown,"American, born 1944","Brown, Ken",American,1944,2044,NULL
2203,Robert Whitten Fichter,"American, born 1939","Fichter, Robert Whitten",American,1939,2039,NULL
2204,Victor Landweber,"American, born 1943","Landweber, Victor",American,1943,2043,NULL
2205,Barbara Jo Revelle,"American, born 1946","Revelle, Barbara Jo",American,1946,2046,NULL
2206,Robert A. Widdicombe,"American, born 1949","Widdicombe, Robert A.",American,1949,2049,NULL
2207,Martin Birnbaum,"American, 1878-1970","Birnbaum, Martin",American,1878,1970,NULL
2209,Emma Justine Farnsworth,"American, 1860-1952","Farnsworth, Emma Justine",American,1860,1952,"Emma Justine Farnsworth was from Albany, New York and was an active photographer from around 1886 to 1912. She created allegorical and narrative images to use for book illustrations. Alfred Stieglitz called her the finest lady amateur photographer; she won numerous prizes for her work."
2210,Edward Bailey Eaton,"American, 1870-1942","Eaton, Edward Bailey",American,1870,1942,"Edward Bailey Eaton was a journalist and publisher in Hartford, CT. In 1907, Eaton acquired thousands of negatives by Matthew Brady, Alexander Gardner, and others from John C. Taylor of Hartford, CT. From these, he published six books between 1907 and 1913, most notably the ten volume The Photographic History of the Civil War. On the 1910 census, Eaton was listed as ""Publisher- Patriot Publishing Co."", though an article from April 22, 1909 in the National Tribune stated that Eaton was to sell both the collection and the company to settle debts. It noted that the collection, ""weighing about three tons,"" was stored in ""fireproof vaults in Hartford"". The company seems to have relocated to Springfield, MA and retained Eaton as manager from 1910 to as late as 1918. Springfield directories indicate that he still lived in Hartford. By 1920, he had given up publishing and spent the rest of his life as a real estate agent. It seems that Eaton never sold the Brady collection, and it remained in the ""fireproof vaults"" where, according to the Library of Congress, ""it suffered its worst damage and destruction."" After Eaton's death in 1942, the Library of Congress acquired the collection for the cost of the unpaid storage."
2211,Norddeutscher Lloyd,"German, established 1857","Lloyd, Norddeutscher",German,1857,1857,NULL
2212,Eugène Atget,"French, 1857-1927","Atget, Eugène",French,1857,1927,NULL
2213,Brown Bros.,"American, active 1900s-1940s",Brown Bros.,American,1900,1949,The Brown Bros. studio was a partnership of Charles H. S. Brown and Arthur R. Brown.
2214,George Gilbert,"American, 1922-2012","Gilbert, George",American,1922,2012,"George Gilbert, born in New York City in 1922, is an American marketing professional, photographer and writer on photography and a collector of antique photographic equipment and memorabilia. As a writer, he has also used the pseudonyms Gil Jordan and Pam Stevens. He was a member of the Photo League, a cooperative of amateur and professional photographers that existed from 1936 to 1951 in New York City.[NYPL catalogue record]"
2215,Johnston & Hoffmann,"British, active 1865-ca. 1895",Johnston & Hoffmann,British,1865,1895,Johnston & Hoffmann was a partnership of P. A. Johnston and Theodore Julius Hoffmann.
2216,Ranger & Austen,"American, active 1870s",Ranger & Austen,American,1870,1879,Henry V. Ranger was a partner in Ranger & Austen.
2217,Hermann Landshoff,"American, 1905-1986","Landshoff, Hermann",American,1905,1986,NULL
2218,Steve Albahari,"American, born 1957","Albahari, Steve",American,1957,2057,NULL
2220,Robinson & Churchman,"American, active 1890s",Robinson & Churchman,American,1890,1899,Robinson & Churchman was a partnership of Ida Robinson and Schuyler Elmer Churchman.
2221,"Central Photo Parlors [Denver, CO]","American, active 1890s",Central Photo Parlors,American,1890,1899,NULL
2222,Colombus W. Motes,"American, 1837-1919","Motes, Colombus W.",American,1837,1919,NULL
2223,William H. Potter,"American, 1841-1913","Potter, William H.",American,1841,1913,"Potter enlisted in Ohio, September 1861 and served until the war's end, attaining the rank of Captain. His military records indicate a ""slight defect in vision""."
2224,James S. Cummins,"American, active 1870s-1900s","Cummins, James S.",American,1870,1909,NULL
2225,Charles Milton Bell,"American, 1849-1893","Bell, Charles Milton",American,1849,1893,NULL
2226,Cherrington & Bros.,"American, active 1890s",Cherrington & Bros.,American,1890,1899,NULL
2228,John C. H. Grabill,"American, active 1860s-1890s","Grabill, John C. H.",American,1860,1899,NULL
2229,Man Ray,"American, 1890-1976","Ray, Man",American,1890,1976,NULL
2230,Albert J. Naegeli,"American, active 1870s-1900s","Naegeli, Albert J.",American,1870,1909,NULL
2231,Alfred Cox,"American, born 1854","Cox, Alfred",American,1854,1954,NULL
2232,Richard Henry Smith,"English, born 1820","Smith, Richard Henry",English,1820,1920,NULL
2233,Andries Jager,"Dutch, 1825-1905","Jager, Andries",Dutch,1825,1905,NULL
2234,Brewster Co.,"Scottish, active 1850s-1900s",Brewster Co.,Scottish,1850,1909,NULL
2235,Christopher Braun,"American, active 1980s","Braun, Christopher",American,1980,1980,NULL
2236,G. Solis,"Cuban, active 1910s","Solis, G.",Cuban,1910,1910,NULL
2237,Hills & Saunders,"English, 1860 - 1929",Hills & Saunders,English,1860,1929,Hills & Saunders was a partnership of Robert Hills and John Henry Saunders.
2239,Owen A. Eames,"American, active 1890s","Eames, Owen A.",American,1890,1899,NULL
2241,Charles C. Cook,"American, active 1900s-1940s","Cook, Charles C.",American,1900,1949,NULL
2242,Pettibone Bros. Manufacturing Co.,"American, active 1890s-1920s",Pettibone Bros. Manufacturing Co.,American,1890,1923,"James V. Pettibone was a partner in Pettibone Bros. Manufacturing Co. They were ""Manufacturers of Regalia, Lodge Supplies and Military Goods."""
2244,F. Bedrich Grunzweig,"American, 1910-2009","Grunzweig, F. Bedrich",American,1910,2009,NULL
2245,Wilhelm Photo Studio,"American, active 1909",Wilhelm Photo Studio,American,1909,1909,NULL
2248,Bisson Frères,"French, active 1841-1864",Bisson Frères,French,1841,1864,Bisson Frères was a partnership of Auguste-Rosalie Bisson and Louis-Auguste Bisson.
2250,Jeffrey Wolin,"American, born 1951","Wolin, Jeffrey",American,1951,2051,NULL
2251,Edward Daniel Macfee Jr.,"American, born ca. 1860","Macfee, Edward Daniel Jr.",American,1860,1860,NULL
2253,J. H. Schenck,"American, active 1840s","Schenck, J. H.",American,1840,1849,NULL
2254,James Hall Nasmyth,"English, 1808-1890","Nasmyth, James Hall",English,1808,1890,NULL
2255,James Carpenter,"American, born 1949","Carpenter, James",American,1949,1949,NULL
2256,John B. Scholl,"American, 1857-1924","Scholl, John B.",American,1857,1924,NULL
2257,Joanne Dugan,"American, born 1961","Dugan, Joanne",American,1961,2061,NULL
2259,Mervyn Herbert Nevil Story-Maskelyne,"English, 1823-1911","Story-Maskelyne, Mervyn Herbert Nevil",English,1823,1911,NULL
2260,Edward King Tenison,"Irish, 1805-1878","Tenison, Edward King",Irish,1805,1878,NULL
2261,Camino,"Spanish, died 1888",Camino,Spanish,1888,1888,NULL
2262,Emilio Beauchy,"Spanish, 1847-1928","Beauchy, Emilio",Spanish,1847,1928,NULL
2263,Charles Clifford,"Welsh, 1819-1863","Clifford, Charles",Welsh,1819,1863,NULL
2264,Juan Laurent y Cia,"Spanish, active 1880s","Laurent, Juan, y Cia",Spanish,1880,1889,Juan Laurent was a partner in Juan Laurent y Cia.
2265,Timothy Greenfield-Sanders,"American, born 1952","Greenfield-Sanders, Timothy",American,1952,2052,NULL
2266,Wolf von dem Bussche,"American, 1934-2014","von dem Bussche, Wolf",American,1934,2014,NULL
2267,Leo Seltzer,"American, 1916-2007","Seltzer, Leo",American,1916,2007,NULL
2268,Lee D. Witkin,"American, 1935-1984","Witkin, Lee D.",American,1935,1984,NULL
2269,Russell-Morgan Print,"American, active 1860s-1890s",Russell-Morgan Print,American,1860,1899,Russell-Morgan Print was a partnership of A. O. Russell and Robert J. Morgan.
2270,Eastman Kodak Company,"American, established 1888",Eastman Kodak Company,American,1888,2019,George Eastman was a partner in Eastman Kodak Company.
2271,Henry Frederick Van der Weyde,"English, 1838-1924","Van der Weyde, Henry Frederick",English,1838,1924,NULL
2272,William Henry Tipton,"American, 1850-1929","Tipton, William Henry",American,1850,1929,NULL
2273,Thomas Richard Williams,"English, 1824-1871","Williams, Thomas Richard",English,1824,1871,NULL
2275,Alexander J. Copelin,"American, active 1870s-1890s","Copelin, Alexander J.",American,1870,1899,NULL
2278,James Casebere,"American, born 1953","Casebere, James",American,1953,2053,NULL
2279,New York Zoological Society,"American, established 1895",New York Zoological Society,American,1895,1895,NULL
2280,Ann P. Meredith,"American, born 1948","Meredith, Ann P.",American,1948,1948,NULL
2281,J. Hermanovitch,"Lithuanian, active 1890s","Hermanovitch, J.",Lithuanian,1890,1899,NULL
2282,Giacomo Brogi,"Italian, 1822-1881","Brogi, Giacomo",Italian,1822,1881,NULL
2283,C. Hodcend,"Italian, active 1860s-1870s","Hodcend, C.",Italian,1860,1879,NULL
2284,L. P.,"French, active 1890s",L. P.,French,1890,1899,NULL
2285,N. D. Phot.,"French, active 1880s",N. D. Phot.,French,1880,1889,NULL
2286,Ferdinando Ongania,"Italian, 1842-1911","Ongania, Ferdinando",Italian,1842,1911,NULL
2287,Carlo Ponti,"Italian, 1820-1893","Ponti, Carlo",Italian,1820,1893,NULL
2289,Charles Pollock,"American, 1828-1900","Pollock, Charles",American,1828,1900,NULL
2290,Jacob Siler,"American, 1842-1925","Siler, Jacob",American,1842,1925,Siler's studio was established in 1888.
2291,Charles Edwin Bolles,"American, 1846-1914","Bolles, Charles Edwin",American,1846,1914,NULL
2292,William E. Daugherty,"American, born 1872","Daugherty, William E.",American,1872,1872,NULL
2293,Louis E. Hirschy,"American, active 1890s","Hirschy, Louis E.",American,1890,1890,NULL
2294,M. H. Birge & Sons,"American, active 1890s-1900s","Birge, M. H., & Sons",American,1890,1909,Martin H. Birge was a principal in M. H. Birge & Sons.
2295,Villroy L. Richardson,"American, 1827-1903","Richardson, Villroy L.",American,1827,1903,NULL
2297,William Y. Beach,"American, active 1880s","Beach, William Y.",American,1880,1880,NULL
2298,Steve Hoffman,"American, active 1990s-2000s","Hoffman, Steve",American,1990,2009,NULL
2299,Josef Sudek,"Czechoslovakian, 1896-1976","Sudek, Josef",Czechoslovakian,1896,1976,NULL
2300,Samuel W. Vandivert,"American, active 1950s","Vandivert, Samuel W.",American,1950,1950,NULL
2302,Laurence Syter,active 1980s,"Syter, Laurence",NULL,1980,1989,NULL
2303,Elizabeth Buehrmann,"American, 1886-1965","Buehrmann, Elizabeth",American,1886,1965,"Buehrmann enrolled at Art Institute of Chicago at 15 but ,discouraged, began to learn photography with Eva Watson-Schütze. In March 1904 she received a letter from Stieglitz that she had been elected to the Associateship of the Secession. Buehrmann went to London from 1906-7. She mostly took portraits in the sitter's homes, and also did some advertising photography. She died in St. Augustine, FL in 1965. [EC]"
2304,Dr. Charles Henry Breed,"American, 1876-1950","Breed, Charles Henry Dr.",American,1876,1950,NULL
2307,Putnam & Valentine,"American, active 1900s-1920s",Putnam & Valentine,American,1900,1929,Putnam & Valentine was a partnership of John R. Putnam and Carlton O. Valentine.
2308,J. W. Wulff Jeune,"French, active 1860s-1870s","Wulff, J. W. Jeune",French,1860,1879,NULL
2309,Cranmer C. Langill,"American, ca. 1860-1906","Langill, Cranmer C.",American,1860,1906,Langill arrived in New York from England in 1881 and was naturalized in 1891.
2312,Theodore J. Kerlin,"American, born ca. 1861","Kerlin, Theodore J.",American,1861,1861,NULL
2313,Rensselaer Emmett Churchill,"American, 1820-1892","Churchill, Rensselaer Emmett",American,1820,1892,NULL
2316,Armand Hippolyte Louis Fizeau,"French, 1819-1896","Fizeau, Armand Hippolyte Louis",French,1819,1896,NULL
2319,O. L. Deming,"American, active 1900s","Deming, O. L.",American,1900,1900,NULL
2320,Morris Huberland,"American, 1909-2003","Huberland, Morris",American,1909,2003,"Arriving in the US from Poland in 1924, Morris Huberland studied at rabinnical school before turning to photography. He was an active member of the Photo League, and photographed throughout his service in WWII. His enlistment records give his civil occupation as electrician. In later directories he is a photographer.A 1933 border crossing document for a visit to a sister in Toronto notes that his entry into Canada was ""Rejected- No Appeal""."
2321,Anita M. Beer,"American, active 1970s","Beer, Anita M.",American,1970,1970,NULL
2324,Karl Blossfeldt,"German, 1865-1932","Blossfeldt, Karl",German,1865,1932,NULL
2325,Robert Giard,"American, 1939-2002","Giard, Robert",American,1939,2002,"Robert Giard (1939-2002) was a self-taught photographer of landscapes and nudes, but it is for his portraiture that he is now best known. After seeing Larry Kramer's 1985 play The Normal Heart, Giard set about to photograph gay and lesbian writers and activists. Against the backdrop of the escalating AIDS crisis and growing public hysteria, Giard sought out those from whom he derived strength and inspiration. The resulting archive includes significant figures from before the Stonewall era to his own contemporaries, and each image highlights the individuality of its subject. Aptly titled Particular Voices, Giard's photographs form a collective portrait, while resisting homogenizing or simplifying the gay and lesbian community. The New York Public Library began acquiring these portraits in 1990, adding to its already significant holdings of LGBTQ materials. MIT Press published a selection of these portraits in 1997, and the following year the New York Public Library mounted Particular Voices: Robert Giard's Portraits of Gay and Lesbian Writers, an exhibition of 110 prints from this collection."
2327,László Moholy-Nagy,"American, 1895-1946","Moholy-Nagy, László",American,1895,1946,NULL
2329,Duffus Bros.,"South African, active 1890s-1900s",Duffus Bros.,South African,1890,1909,NULL
2331,Mathew B. Brady,"American, 1822-1896","Brady, Mathew B.",American,1822,1896,NULL
2332,Arezoo Moseni,"American, born 1958","Moseni, Arezoo",American,1958,2058,NULL
2333,Edward Schwartz,"American, 1906-2005","Schwartz, Edward",American,1906,2005,NULL
2334,Carleton Eugene Watkins,"American, 1829-1916","Watkins, Carleton Eugene",American,1829,1916,NULL
2335,Charles Leander Weed,"American, 1824-1903","Weed, Charles Leander",American,1824,1903,NULL
2336,Ken Light,"American, born 1951","Light, Ken",American,1951,2051,NULL
2338,Cecil Beaton,"English, 1904-1980","Beaton, Cecil",English,1904,1980,NULL
2339,Eugène Pirou,"French, 1841-1909","Pirou, Eugène",French,1841,1909,NULL
2340,Alfred Eisenstaedt,"American, 1898-1995","Eisenstaedt, Alfred",American,1898,1995,NULL
2341,United States. Works Progress Administration,"American, active 1935-1943",United States. Works Progress Administration,American,1935,1943,NULL
2342,Charles Delevan Mosher,"American, 1829-1897","Mosher, Charles Delevan",American,1829,1897,NULL
2343,William J. Root,"American, born 1854","Root, William J.",American,1854,1854,NULL
2344,Frances Benjamin Johnston,"American, 1864-1952","Johnston, Frances Benjamin",American,1864,1952,NULL
2345,Michael Torosian,"Canadian, born 1952","Torosian, Michael",Canadian,1952,2052,NULL
2346,Jean Locey,"American, born 1944","Locey, Jean",American,1944,2044,NULL
2350,Joseph H. Ladd,"American, active 1850s","Ladd, Joseph H.",American,1850,1859,NULL
2362,Pierre Louÿs,"French, 1870-1925","Louÿs, Pierre",French,1870,1925,NULL
2364,Yousuf Karsh,"Canadian, 1908-2002","Karsh, Yousuf",Canadian,1908,2002,NULL
2365,Rose Mackiewicz,"American, born 1947","Mackiewicz, Rose",American,1947,2047,NULL
2366,Arthur Sinsabaugh,"American, 1924-1983","Sinsabaugh, Arthur",American,1924,1983,NULL
2367,Carl Ray Woodring,"American, 1919-2009","Woodring, Carl Ray",American,1919,2009,NULL
2368,William Edward Friese-Greene,"English, 1855-1921","Friese-Greene, William Edward",English,1855,1921,NULL
2369,Robert C. Price,"American, active 1900s","Price, Robert C.",American,1900,1909,"There is a Robert C. Price in Albuquerque in 1910, born 1888; his profession is bookkeeper."
2370,Jerry Dantzic,"American, 1925-2006","Dantzic, Jerry",American,1925,2006,NULL
2371,Maury Englander,"American, active 1960s-2000s","Englander, Maury",American,1960,2009,NULL
2372,Joseph R. Goldberg,"American, active 1980s","Goldberg, Joseph R.",American,1980,1989,NULL
2373,Joan Liftin,"American, born 1935","Liftin, Joan",American,1935,2035,NULL
2374,John Messina,"American, born 1940","Messina, John",American,1940,2040,NULL
2375,Beverly Nadelman,"American, active 1970s-2000s","Nadelman, Beverly",American,1970,2009,NULL
2376,Susan S. Perry,"American, active 1970s-1980s","Perry, Susan S.",American,1970,1989,NULL
2377,Nancy Rudolph,"American, born 1923","Rudolph, Nancy",American,1923,2023,NULL
2379,Ethel Virga,"American, active 1970s-1980s","Virga, Ethel",American,1970,1989,NULL
2380,Barbra Walz,"American, 1951-1990","Walz, Barbra",American,1951,1990,NULL
2381,Marke Daryl Webb,"American, born 1950","Webb, Marke Daryl",American,1950,2050,NULL
2382,Ezra Stoller,"American, 1915-2004","Stoller, Ezra",American,1915,2004,NULL
2383,Victor Prevost,"French, 1820-1881","Prevost, Victor",French,1820,1881,NULL
2384,Carlo Naya,"Italian, 1816-1882","Naya, Carlo",Italian,1816,1882,NULL
2385,Thomas William Leonard,"American, active 1890s","Leonard, Thomas William",American,1890,1899,NULL
2386,The Notman Photographic Co.,"Canadian, active 1850s-1930s",Notman Photographic Co.,Canadian,1850,1939,William Notman was a partner in The Notman Photographic Co.
2387,Larry Clark,"American, born 1943","Clark, Larry",American,1943,2043,NULL
2388,Alan Pogue,"American, born 1946","Pogue, Alan",American,1946,2046,NULL
2389,Anne Hemminger,"American, 1904-1999","Hemminger, Anne",American,1904,1999,NULL
2390,Emery P. Révés-Biró,"American, 1895-1975","Révés-Biró, Emery P.",American,1895,1975,NULL
2391,Walter Henry Horne,"American, 1883-1921","Horne, Walter Henry",American,1883,1921,NULL
2392,John A. Pack,"American, born 1950","Pack, John A.",American,1950,1950,NULL
2393,C. L. Howe & Son,"American, active 1890s","Howe, C. L., & Son",American,1890,1899,Caleb Lysander Howe was a partner in C. L. Howe & Son.
2394,Albany Art Union,"American, active 1890s-1900s",Albany Art Union,American,1890,1909,NULL
2395,Larry Racioppo,"American, born 1947","Racioppo, Larry",American,1947,1947,NULL
2396,John Y. Robinson,"American, active 1910s","Robinson, John Y.",American,1910,1910,NULL
2397,Mike Mandel,"American, born 1950","Mandel, Mike",American,1950,2050,NULL
2399,Herbert Rose Barraud,"English, 1845-1896","Barraud, Herbert Rose",English,1845,1896,NULL
2400,Ralph Gibson,"American, born 1939","Gibson, Ralph",American,1939,2039,NULL
2401,Paul McCarthy,"American, born 1945","McCarthy, Paul",American,1945,2045,NULL
2402,Betty Tompkins,"American, born 1945","Tompkins, Betty",American,1945,2045,NULL
2403,John Milisenda,"American, born 1947","Milisenda, John",American,1947,2047,NULL
2404,Ralph Eugene Meatyard,"American, 1925-1972","Meatyard, Ralph Eugene",American,1925,1972,NULL
2405,Danny Lyon,"American, born 1942","Lyon, Danny",American,1942,2042,NULL
2406,Roy Colmer,"American, 1935-2014","Colmer, Roy",American,1935,2014,NULL
2407,Scott Thomas Heiser,"American, born 1949","Heiser, Scott Thomas",American,1949,2049,NULL
2408,Michele Mang,"Italian, active 1860s-1870s","Mang, Michele",Italian,1860,1879,NULL
2409,Lieut. C. D. Kennedy,"American, active 1880s","Kennedy, C. D. Lieut.",American,1880,1889,NULL
2410,Rufus W. Holsinger,"American, 1866-1930","Holsinger, Rufus W.",American,1866,1930,NULL
2411,Michael Bernstein,"American, active 1980s-1990s","Bernstein, Michael",American,1980,1999,NULL
2412,Lynn Geesaman,"American, born 1938","Geesaman, Lynn",American,1938,2038,NULL
2414,Sara Yagi,"American, born 1955","Yagi, Sara",American,1955,2055,NULL
2415,Elias Olcott Beaman,"American, 1837-1876","Beaman, Elias Olcott",American,1837,1876,NULL
2417,James Valentine,"Scottish, 1815-1880","Valentine, James",Scottish,1815,1880,NULL
2418,Edward F. Foley,"American, active 1900s","Foley, Edward F.",American,1900,1909,NULL
2419,Lock & Whitfield,"English, active 1850s-1900s",Lock & Whitfield,English,1850,1909,Lock & Whitfield was a partnership of Samuel Robert Lock and George C. Whitfield.
2420,Edward Livingston Wilson,"American, 1838-1903","Wilson, Edward Livingston",American,1838,1903,NULL
2422,"Photographische Gesellschaft [Berlin, Germany]","German, active 1860s-1890s",Photographische Gesellschaft,German,1860,1899,NULL
2423,M. James,"Indian, active ca. 1900s","James, M.",Indian,1900,1909,NULL
2424,Gita Lenz,"American, 1910-2011","Lenz, Gita",American,1910,2011,NULL
2425,Isaac Kassoy,"American, 1909-2001","Kassoy, Isaac",American,1909,2001,NULL
2426,George Norman Barnard,"American, 1819-1902","Barnard, George Norman",American,1819,1902,NULL
2427,Jon Henry,"American, 1916-1990","Henry, Jon",American,1916,1990,NULL
2428,Scott Tugel,"American, born 1962","Tugel, Scott",American,1962,1962,NULL
2429,Russell Lee,"American, 1903-1986","Lee, Russell",American,1903,1986,NULL
2431,David G. Noble,"American, born 1939","Noble, David G.",American,1939,2039,NULL
2433,Jonathan Torgovnik,"American, born 1969","Torgovnik, Jonathan",American,1969,1969,NULL
2434,Kassian Cephas,"Javanese, 1845-1912","Cephas, Kassian",Javanese,1845,1912,NULL
2435,O. Kurkdjan,"German, active 1880s-1890s","Kurkdjan, O.",German,1880,1899,NULL
2436,O. Hisgen & Co.,"Dutch, active 1900s-1940s","Hisgen, O., & Co.",Dutch,1900,1949,NULL
2437,Handel Maatschappy,"Dutch, established 1824","Maatschappy, Handel",Dutch,1824,1824,NULL
2438,Bond Bros.,"American, active 1920s",Bond Bros.,American,1920,1920,NULL
2441,R. Sylvan Wallace,"American, born 1888","Wallace, R. Sylvan",American,1888,1888,NULL
2442,M. Glover,"Irish, active 1860s-1880s","Glover, M.",Irish,1860,1889,NULL
2444,Richard Gordon,"American, 1945-2012","Gordon, Richard",American,1945,2012,NULL
2446,Bert G. Covell,"American, born ca. 1868","Covell, Bert G.",American,1868,1868,NULL
